scenario,ratio,diff,human_correct,model_correct,Model,Readout Train Data,Readout Type,Encoder Type,Dynamics Type,Encoder Pre-training Task,Encoder Pre-training Dataset,Encoder Pre-training Seed,Encoder Training Task,Encoder Training Dataset,Encoder Training Seed,Dynamics Training Task,Dynamics Training Dataset,Dynamics Training Seed,ModelID,Model Kind,Visual encoder architecture,Dynamics model architecture,ObjectCentric,Supervised,SelfSupervisedLossSelfSupervisedLoss,Encoder Training Dataset Type,Dynamics Training Dataset Type,Readout Train Data Type
towers,0.8353674203494348,-0.12563725490196076,0.7631372549019607,0.6375,RPIN,towers,A,R-CNN,Interaction Network,,,,L2 on 2D position,no_towers,2.0,L2 on 2D position,no_towers,2,RPIN_R-CNN_2.0_L2 on 2D position_no_towers_L2 on 2D position_2_no_towers_readout_A_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
towers,0.7534686536485098,-0.18813725490196076,0.7631372549019607,0.575,RPIN,towers,B,R-CNN,Interaction Network,,,,L2 on 2D position,no_towers,2.0,L2 on 2D position,no_towers,2,RPIN_R-CNN_2.0_L2 on 2D position_no_towers_L2 on 2D position_2_no_towers_readout_B_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
towers,0.7862281603288798,-0.16313725490196074,0.7631372549019607,0.6,RPIN,towers,C,R-CNN,Interaction Network,,,,L2 on 2D position,no_towers,2.0,L2 on 2D position,no_towers,2,RPIN_R-CNN_2.0_L2 on 2D position_no_towers_L2 on 2D position_2_no_towers_readout_C_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
towers,0.7862281603288798,-0.16313725490196074,0.7631372549019607,0.6,RPIN,towers,D,R-CNN,Interaction Network,,,,L2 on 2D position,no_towers,2.0,L2 on 2D position,no_towers,2,RPIN_R-CNN_2.0_L2 on 2D position_no_towers_L2 on 2D position_2_no_towers_readout_D_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
towers,1.0701438848920863,0.053529411764705936,0.7631372549019607,0.8166666666666667,RPIN,towers,A,R-CNN,Interaction Network,,,,L2 on 2D position,towers,2.0,L2 on 2D position,towers,2,RPIN_R-CNN_2.0_L2 on 2D position_towers_L2 on 2D position_2_towers_readout_A_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
towers,0.8517471736896198,-0.1131372549019607,0.7631372549019607,0.65,RPIN,towers,B,R-CNN,Interaction Network,,,,L2 on 2D position,towers,2.0,L2 on 2D position,towers,2,RPIN_R-CNN_2.0_L2 on 2D position_towers_L2 on 2D position_2_towers_readout_B_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
towers,0.8299075025693731,-0.1298039215686274,0.7631372549019607,0.6333333333333333,RPIN,towers,C,R-CNN,Interaction Network,,,,L2 on 2D position,towers,2.0,L2 on 2D position,towers,2,RPIN_R-CNN_2.0_L2 on 2D position_towers_L2 on 2D position_2_towers_readout_C_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
towers,0.8299075025693731,-0.1298039215686274,0.7631372549019607,0.6333333333333333,RPIN,towers,D,R-CNN,Interaction Network,,,,L2 on 2D position,towers,2.0,L2 on 2D position,towers,2,RPIN_R-CNN_2.0_L2 on 2D position_towers_L2 on 2D position_2_towers_readout_D_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
towers,0.8189876670092499,-0.13813725490196072,0.7631372549019607,0.625,SVG,towers,A,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_A_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
towers,0.6661099691675232,-0.2548039215686274,0.7631372549019607,0.5083333333333333,SVG,towers,B,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_B_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
towers,0.7043293936279548,-0.22563725490196074,0.7631372549019607,0.5375,SVG,towers,C,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_C_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
towers,0.7043293936279548,-0.22563725490196074,0.7631372549019607,0.5375,SVG,towers,D,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_D_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
towers,0.8080678314491265,-0.14647058823529402,0.7631372549019607,0.6166666666666667,SVG,towers,A,VGG,LSTM,,,,VAE,no_towers,0.0,VAE,no_towers,0,SVG_VGG_0.0_VAE_no_towers_VAE_0_no_towers_readout_A_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
towers,0.7097893114080165,-0.22147058823529409,0.7631372549019607,0.5416666666666666,SVG,towers,B,VGG,LSTM,,,,VAE,no_towers,0.0,VAE,no_towers,0,SVG_VGG_0.0_VAE_no_towers_VAE_0_no_towers_readout_B_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
towers,0.6879496402877698,-0.2381372549019607,0.7631372549019607,0.525,SVG,towers,C,VGG,LSTM,,,,VAE,no_towers,0.0,VAE,no_towers,0,SVG_VGG_0.0_VAE_no_towers_VAE_0_no_towers_readout_C_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
towers,0.6879496402877698,-0.2381372549019607,0.7631372549019607,0.525,SVG,towers,D,VGG,LSTM,,,,VAE,no_towers,0.0,VAE,no_towers,0,SVG_VGG_0.0_VAE_no_towers_VAE_0_no_towers_readout_D_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
towers,0.9991649537512847,-0.0006372549019607598,0.7631372549019607,0.7625,SVG,towers,A,VGG,LSTM,,,,VAE,towers,0.0,VAE,towers,0,SVG_VGG_0.0_VAE_towers_VAE_0_towers_readout_A_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
towers,0.6169707091469682,-0.2923039215686274,0.7631372549019607,0.4708333333333333,SVG,towers,B,VGG,LSTM,,,,VAE,towers,0.0,VAE,towers,0,SVG_VGG_0.0_VAE_towers_VAE_0_towers_readout_B_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
towers,0.8080678314491265,-0.14647058823529402,0.7631372549019607,0.6166666666666667,SVG,towers,C,VGG,LSTM,,,,VAE,towers,0.0,VAE,towers,0,SVG_VGG_0.0_VAE_towers_VAE_0_towers_readout_C_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
towers,0.8080678314491265,-0.14647058823529402,0.7631372549019607,0.6166666666666667,SVG,towers,D,VGG,LSTM,,,,VAE,towers,0.0,VAE,towers,0,SVG_VGG_0.0_VAE_towers_VAE_0_towers_readout_D_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
towers,0.9664054470709148,-0.02563725490196067,0.7631372549019607,0.7375,SVG,towers,A,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_A_towers_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
towers,1.0046248715313466,0.003529411764706003,0.7631372549019607,0.7666666666666667,SVG,towers,A,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_A_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
towers,0.7643884892086332,-0.17980392156862735,0.7631372549019607,0.5833333333333334,SVG,towers,B,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_B_towers_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
towers,0.5969510106200754,-0.30758169934640517,0.7631372549019607,0.45555555555555555,SVG,towers,B,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_B_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
towers,0.8517471736896198,-0.1131372549019607,0.7631372549019607,0.65,SVG,towers,C,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_C_towers_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
towers,0.800787941075711,-0.15202614379084955,0.7631372549019607,0.6111111111111112,SVG,towers,C,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_C_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
towers,0.8517471736896198,-0.1131372549019607,0.7631372549019607,0.65,SVG,towers,D,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_D_towers_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
towers,0.800787941075711,-0.15202614379084955,0.7631372549019607,0.6111111111111112,SVG,towers,D,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_D_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
towers,0.8462872559095582,-0.11730392156862735,0.7631372549019607,0.6458333333333334,SVG,towers,A,VGG,LSTM,,,,VAE,no_towers,1.0,VAE,no_towers,1,SVG_VGG_1.0_VAE_no_towers_VAE_1_no_towers_readout_A_towers_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
towers,0.8080678314491265,-0.14647058823529402,0.7631372549019607,0.6166666666666667,SVG,towers,A,VGG,LSTM,,,,VAE,no_towers,1.0,VAE,no_towers,1,SVG_VGG_1.0_VAE_no_towers_VAE_1_no_towers_readout_A_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
towers,0.6606500513874615,-0.25897058823529406,0.7631372549019607,0.5041666666666667,SVG,towers,B,VGG,LSTM,,,,VAE,no_towers,1.0,VAE,no_towers,1,SVG_VGG_1.0_VAE_no_towers_VAE_1_no_towers_readout_B_towers_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
towers,0.6606500513874615,-0.25897058823529406,0.7631372549019607,0.5041666666666667,SVG,towers,B,VGG,LSTM,,,,VAE,no_towers,1.0,VAE,no_towers,1,SVG_VGG_1.0_VAE_no_towers_VAE_1_no_towers_readout_B_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
towers,0.6333504624871532,-0.2798039215686274,0.7631372549019607,0.48333333333333334,SVG,towers,C,VGG,LSTM,,,,VAE,no_towers,1.0,VAE,no_towers,1,SVG_VGG_1.0_VAE_no_towers_VAE_1_no_towers_readout_C_towers_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
towers,0.6388103802672148,-0.2756372549019607,0.7631372549019607,0.4875,SVG,towers,C,VGG,LSTM,,,,VAE,no_towers,1.0,VAE,no_towers,1,SVG_VGG_1.0_VAE_no_towers_VAE_1_no_towers_readout_C_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
towers,0.6333504624871532,-0.2798039215686274,0.7631372549019607,0.48333333333333334,SVG,towers,D,VGG,LSTM,,,,VAE,no_towers,1.0,VAE,no_towers,1,SVG_VGG_1.0_VAE_no_towers_VAE_1_no_towers_readout_D_towers_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
towers,0.6388103802672148,-0.2756372549019607,0.7631372549019607,0.4875,SVG,towers,D,VGG,LSTM,,,,VAE,no_towers,1.0,VAE,no_towers,1,SVG_VGG_1.0_VAE_no_towers_VAE_1_no_towers_readout_D_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
towers,0.9391058581706064,-0.04647058823529404,0.7631372549019607,0.7166666666666667,SVG,towers,A,VGG,LSTM,,,,VAE,towers,1.0,VAE,towers,1,SVG_VGG_1.0_VAE_towers_VAE_1_towers_readout_A_towers_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
towers,0.9609455292908531,-0.029803921568627434,0.7631372549019607,0.7333333333333333,SVG,towers,A,VGG,LSTM,,,,VAE,towers,1.0,VAE,towers,1,SVG_VGG_1.0_VAE_towers_VAE_1_towers_readout_A_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
towers,0.7534686536485098,-0.18813725490196076,0.7631372549019607,0.575,SVG,towers,B,VGG,LSTM,,,,VAE,towers,1.0,VAE,towers,1,SVG_VGG_1.0_VAE_towers_VAE_1_towers_readout_B_towers_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
towers,0.8590270640630354,-0.10758169934640516,0.7631372549019607,0.6555555555555556,SVG,towers,B,VGG,LSTM,,,,VAE,towers,1.0,VAE,towers,1,SVG_VGG_1.0_VAE_towers_VAE_1_towers_readout_B_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
towers,0.8353674203494348,-0.12563725490196076,0.7631372549019607,0.6375,SVG,towers,C,VGG,LSTM,,,,VAE,towers,1.0,VAE,towers,1,SVG_VGG_1.0_VAE_towers_VAE_1_towers_readout_C_towers_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
towers,0.815347721822542,-0.14091503267973848,0.7631372549019607,0.6222222222222222,SVG,towers,C,VGG,LSTM,,,,VAE,towers,1.0,VAE,towers,1,SVG_VGG_1.0_VAE_towers_VAE_1_towers_readout_C_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
towers,0.8353674203494348,-0.12563725490196076,0.7631372549019607,0.6375,SVG,towers,D,VGG,LSTM,,,,VAE,towers,1.0,VAE,towers,1,SVG_VGG_1.0_VAE_towers_VAE_1_towers_readout_D_towers_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
towers,0.815347721822542,-0.14091503267973848,0.7631372549019607,0.6222222222222222,SVG,towers,D,VGG,LSTM,,,,VAE,towers,1.0,VAE,towers,1,SVG_VGG_1.0_VAE_towers_VAE_1_towers_readout_D_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
towers,0.9554856115107914,-0.033970588235294086,0.7631372549019607,0.7291666666666666,SVG,towers,A,VGG,LSTM,,,,VAE,all,2.0,VAE,all,2,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_A_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_VAE_2_same,ConvNet,Neither,False,False,NA,all,all,same
towers,0.7316289825282631,-0.20480392156862737,0.7631372549019607,0.5583333333333333,SVG,towers,B,VGG,LSTM,,,,VAE,all,2.0,VAE,all,2,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_B_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_VAE_2_same,ConvNet,Neither,False,False,NA,all,all,same
towers,0.7589285714285716,-0.183970588235294,0.7631372549019607,0.5791666666666667,SVG,towers,C,VGG,LSTM,,,,VAE,all,2.0,VAE,all,2,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_C_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_VAE_2_same,ConvNet,Neither,False,False,NA,all,all,same
towers,0.7589285714285716,-0.183970588235294,0.7631372549019607,0.5791666666666667,SVG,towers,D,VGG,LSTM,,,,VAE,all,2.0,VAE,all,2,SVG_VGG_2.0_VAE_all_VAE_2_all_readout_D_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_VAE_2_same,ConvNet,Neither,False,False,NA,all,all,same
towers,0.9664054470709148,-0.02563725490196067,0.7631372549019607,0.7375,SVG,towers,A,VGG,LSTM,,,,VAE,no_towers,2.0,VAE,no_towers,2,SVG_VGG_2.0_VAE_no_towers_VAE_2_no_towers_readout_A_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
towers,0.7316289825282631,-0.20480392156862737,0.7631372549019607,0.5583333333333333,SVG,towers,B,VGG,LSTM,,,,VAE,no_towers,2.0,VAE,no_towers,2,SVG_VGG_2.0_VAE_no_towers_VAE_2_no_towers_readout_B_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
towers,0.7971479958890031,-0.15480392156862743,0.7631372549019607,0.6083333333333333,SVG,towers,C,VGG,LSTM,,,,VAE,no_towers,2.0,VAE,no_towers,2,SVG_VGG_2.0_VAE_no_towers_VAE_2_no_towers_readout_C_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
towers,0.7971479958890031,-0.15480392156862743,0.7631372549019607,0.6083333333333333,SVG,towers,D,VGG,LSTM,,,,VAE,no_towers,2.0,VAE,no_towers,2,SVG_VGG_2.0_VAE_no_towers_VAE_2_no_towers_readout_D_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_all_but_this_VAE_2_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
towers,0.8189876670092499,-0.13813725490196072,0.7631372549019607,0.625,SVG,towers,A,VGG,LSTM,,,,VAE,towers,2.0,VAE,towers,2,SVG_VGG_2.0_VAE_towers_VAE_2_towers_readout_A_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_same_VAE_2_same,ConvNet,Neither,False,False,NA,same,same,same
towers,0.6824897225077082,-0.24230392156862735,0.7631372549019607,0.5208333333333334,SVG,towers,B,VGG,LSTM,,,,VAE,towers,2.0,VAE,towers,2,SVG_VGG_2.0_VAE_towers_VAE_2_towers_readout_B_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_same_VAE_2_same,ConvNet,Neither,False,False,NA,same,same,same
towers,0.7370889003083249,-0.20063725490196072,0.7631372549019607,0.5625,SVG,towers,C,VGG,LSTM,,,,VAE,towers,2.0,VAE,towers,2,SVG_VGG_2.0_VAE_towers_VAE_2_towers_readout_C_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_same_VAE_2_same,ConvNet,Neither,False,False,NA,same,same,same
towers,0.7370889003083249,-0.20063725490196072,0.7631372549019607,0.5625,SVG,towers,D,VGG,LSTM,,,,VAE,towers,2.0,VAE,towers,2,SVG_VGG_2.0_VAE_towers_VAE_2_towers_readout_D_towers_per_example_svg_seed_0_1_2.csv,SVG_VGG_2.0_VAE_same_VAE_2_same,ConvNet,Neither,False,False,NA,same,same,same
towers,0.9773252826310381,-0.017303921568627367,0.7631372549019607,0.7458333333333333,VGGFrozenLSTM,towers,A,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_A_towers_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all,same
towers,0.8462872559095582,-0.11730392156862735,0.7631372549019607,0.6458333333333334,VGGFrozenLSTM,towers,B,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_B_towers_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all,same
towers,0.8244475847893115,-0.13397058823529406,0.7631372549019607,0.6291666666666667,VGGFrozenLSTM,towers,C,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_all_readout_C_towers_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all,same
towers,0.9718653648509765,-0.02147058823529402,0.7631372549019607,0.7416666666666667,VGGFrozenLSTM,towers,A,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_towers,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_towers_readout_A_towers_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all_but_this,same
towers,0.8572070914696814,-0.10897058823529404,0.7631372549019607,0.6541666666666667,VGGFrozenLSTM,towers,B,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_towers,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_towers_readout_B_towers_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all_but_this,same
towers,0.8572070914696814,-0.10897058823529404,0.7631372549019607,0.6541666666666667,VGGFrozenLSTM,towers,C,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_towers,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_no_towers_readout_C_towers_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,all_but_this,same
towers,0.9718653648509765,-0.02147058823529402,0.7631372549019607,0.7416666666666667,VGGFrozenLSTM,towers,A,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,towers,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_towers_readout_A_towers_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,same,same
towers,0.8244475847893115,-0.13397058823529406,0.7631372549019607,0.6291666666666667,VGGFrozenLSTM,towers,B,VGG,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,towers,0,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_towers_readout_B_towers_VGGFrozenLSTM_results.csv,VGGFrozenLSTM_VGG_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,False,NA,,same,same
